unit_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,source_backbone
"U04","U04_Q01_source","Which source backbone maps to U04 - Emergency Procedures?","multichoice","Module 12 - Emergency Procedures","Module 10 - Vital Signs","Module 16 - Death and Dying","A copied emergency signer packet","A","U04 is built from Module 12 - Emergency Procedures and focuses on emergency terminology, distress recognition, immediate reporting, choking recognition, and facility code awareness.","easy","Module 12 - Emergency Procedures"
"U04","U04_Q02_distress_scenario","Resident D suddenly grips the chest, looks pale and sweaty, and says, 'I cannot breathe right.' What is the best CNA action?","multichoice","Wait until routine charting time because the statement may pass.","Activate help immediately, stay with the resident as safe, report the exact observations to the nurse or emergency chain, and follow facility procedure.","Diagnose a heart attack in the chart and call the family before notifying the nurse.","Enter the resident's real name and room number into the Moodle reflection.","B","Chest distress, pallor, sweating, and shortness-of-breath statements are urgent distress cues. The CNA activates help immediately, reports facts, follows facility procedure, and avoids diagnosis or PHI entry.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q03_choking_recognition","During dinner, which finding most strongly suggests a severe choking emergency requiring immediate escalation?","multichoice","The resident asks for a smaller spoon before eating.","The resident coughs once, speaks clearly, and asks for a napkin.","The resident cannot speak, cannot cough effectively, grasps the throat, and begins turning bluish.","The resident says the soup is too warm but continues eating normally.","C","Inability to speak or cough effectively, throat grasping, and bluish color are severe airway danger signs. The CNA should activate the facility emergency response immediately and follow current training and authorization.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q04_code_response","A facility emergency code is announced for a medical emergency near the dining room. Which CNA response best supports the team?","multichoice","Use a personal phone to record what is happening for proof.","Tell nearby residents private details about the affected resident so they understand.","Ignore the code because only licensed nurses have a role in emergencies.","Follow the facility code procedure, keep the area safe and clear as directed, protect privacy, and assist other residents according to assigned role.","D","Emergency codes are team signals. CNAs should follow local procedure, protect privacy, reduce hazards, and carry out assigned safety actions without recording or disclosing private details.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q05_online_boundary","Which statement correctly describes the boundary of this U04 online CE unit?","multichoice","It reviews recognition and reporting but does not provide CPR, first-aid, choking-response, clinical, simulation, or hands-on competency validation.","It certifies the learner to perform all emergency skills without employer validation.","It replaces the facility emergency-code drill and live skills training.","It allows learners to upload real incident forms as evidence.","A","U04 is online CE only. It supports cognitive recognition and judgment but does not certify hands-on emergency skills, award clinical or simulation hours, or use real incident forms.","easy","Module 12 - Emergency Procedures"
"U04","U04_Q06_code_readiness","What should a CNA know before an emergency code occurs?","multichoice","Only the names of residents who have had past emergencies.","Current facility code meanings, how to activate help, alarm or call locations, evacuation routes, and the CNA's assigned role.","How to independently change advance directives during an emergency.","Which details can be posted online after the event.","B","Emergency-code readiness is facility specific. CNAs need current local code meanings, activation methods, routes, and role assignments while protecting privacy.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q07_objective_report","Which report is most objective after the fictional Resident D dining room scenario?","multichoice","Resident D almost died because the room was too loud.","Resident D definitely aspirated and will need a hospital transfer.","Resident D was eating dinner, suddenly stopped speaking, grasped the throat, could not cough effectively, emergency response was activated, and nurse responded.","Resident D was being dramatic and scared everyone.","C","Objective emergency reporting includes observed facts, context, activation of help, and notification or response without diagnosis, prediction, blame, or labels.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q08_scope_dnr","A family member asks a CNA whether a resident's DNR means staff will not respond to the resident's sudden distress. Which response is outside CNA scope?","multichoice","Notify the nurse immediately about the resident's distress and the family question.","Use scope-safe language such as, 'The nurse can answer that question.'","Follow facility procedure and assigned CNA actions while licensed staff evaluate orders.","Independently interpret the DNR and tell the family exactly what treatment will or will not happen.","D","CNAs do not independently interpret DNR or advance-directive orders or promise treatment decisions. They notify licensed staff and follow facility procedure.","hard","Module 12 - Emergency Procedures"
"U04","U04_Q09_post_event","After a resident choking emergency has been managed by the emergency team, what should the CNA do next within scope?","multichoice","Provide factual post-event information and documentation according to policy, including observed signs, help activated, actions taken within role, and who was notified.","Leave without reporting because the emergency team already responded.","Add the real event details to the online course discussion for learning value.","Speculate in the chart about the medical diagnosis that caused the event.","A","Post-event CNA responsibilities include factual reporting and documentation according to policy. Real event details do not belong in Moodle, and diagnosis is outside CNA scope.","medium","Module 12 - Emergency Procedures"
"U04","U04_Q10_certificate_gate","Which statement about U04 completion and certificate release is compliance-safe while the course is Draft / Pending CDPH Approval?","multichoice","Passing the U04 quiz alone releases a certificate immediately.","The U04 scenario counts as hands-on clinical or simulation validation.","Learners should upload official emergency forms or signer binders to prove attendance.","Certificate release remains blocked until required unit evidence, assessment gates, identity/no-PHI attestations, approval metadata, and administrative approval-status gates are satisfied.","D","U04 is online CE only. Certificates must remain unavailable until all Moodle evidence and approval-status requirements are satisfied; official forms, signer binders, and clinical/simulation claims are excluded.","easy","Module 12 - Emergency Procedures"
