unit_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,source_backbone
U06,U06_Q01_source_backbone,Which source backbone maps to U06 - Long Term Care Patient/Resident II: Chronic Conditions and Daily Support?,multichoice,Module 13 - Long Term Care Patient/Resident,Module 10 - Vital Signs,Module 17 - Patient/Resident Abuse,A copied government form,A,U06 uses Module 13 content focused on long-term care residents and CNA observations for chronic conditions and daily support.,easy,Module 13 - Long Term Care Patient/Resident
U06,U06_Q02_validation_response,"Resident F is tearful and says, 'I need to go home to feed my children.' Which CNA response best uses validation?",multichoice,"'Your children are grown, so stop worrying.'","'You sound worried about your children. Tell me about evening meals at home.'","'If you do not cooperate, your care will be skipped.'","'Everyone here already knows you are confused.'",B,The correct response acknowledges the resident's feeling and uses reminiscence without arguing or shaming.,medium,Module 13 - Long Term Care Patient/Resident
U06,U06_Q03_scope_forcing,Which action is outside CNA scope and unsafe for this unit?,multichoice,Reporting objective changes to the licensed nurse,Following the care-plan communication approach,"Labeling the resident as manipulative and forcing care to finish faster",Protecting privacy during care,C,Forcing care and using stigmatizing labels violate dignity and do not follow care-plan guided support.,medium,Module 13 - Long Term Care Patient/Resident
U06,U06_Q04_objective_report,Which documentation is most objective for Resident F's evening-care episode?,multichoice,Resident was acting crazy and difficult.,Resident probably needs medication for dementia.,Family issues caused the resident to refuse care.,"At 1900 resident stated, 'I need to go home to feed my children,' pulled right arm away when reached quickly, calmed with family photo, and nurse was notified.",D,Objective reporting includes time facts exact words observed action response to support and nurse notification without diagnosis or blame.,medium,Module 13 - Long Term Care Patient/Resident
U06,U06_Q05_reminiscence,What does reminiscence mean in dementia-sensitive daily support?,multichoice,A certificate approval process,"Inviting the resident to share meaningful memories, familiar roles, photos, music, or stories",A hands-on competency validation,A copied government form,B,Reminiscence uses familiar memories or objects to support connection and comfort while staying within the care plan.,easy,Module 13 - Long Term Care Patient/Resident
U06,U06_Q06_developmental_support,"A resident with a developmental disability becomes anxious when three staff members give directions at once. What is the best CNA response?",multichoice,Talk about the resident to coworkers as if the resident is not present,Remove all choices and rush the task,"Use one calm speaker, give one step at a time, allow extra response time, and report if this is a change",Post the diagnosis in the room so everyone understands,C,The correct response respects adult dignity uses clear communication supports processing time and reports changes objectively.,medium,Module 13 - Long Term Care Patient/Resident
U06,U06_Q07_chronic_function_change,"A resident with chronic lung disease usually walks to the dining room but today stops twice to catch breath and asks to sit. What should the CNA report?",multichoice,Nothing because chronic illness is expected,That the resident is lazy today,"The resident stopped twice while walking, appeared short of breath, asked to sit, and was reported to the nurse",That the CNA diagnosed worsening lung disease,C,The CNA should report function change and observed breathing difficulty without dismissing the change or diagnosing.,medium,Module 13 - Long Term Care Patient/Resident
U06,U06_Q08_behavior_pattern,Which details best help the nurse evaluate a behavior or function pattern?,multichoice,Only the label difficult,Only the resident's diagnosis,A guess about the cause,"Time, trigger, exact words or actions, safety concern, support offered, response, and who was notified",D,Pattern reporting helps the team identify triggers and effective care-plan approaches while avoiding blame or diagnosis.,hard,Module 13 - Long Term Care Patient/Resident
U06,U06_Q09_exit_seeking_redirection,"A resident repeatedly tries to leave the unit saying, 'My car is outside.' What should the CNA do first?",multichoice,"Stay calm, keep the resident safe per care plan, validate the concern, redirect to a safe activity, and report the pattern",Lock the resident in the room without telling anyone,Argue that the resident no longer drives,Ignore the resident because exit-seeking happens in dementia,A,The best first response combines immediate safety validation redirection and objective reporting of the pattern.,hard,Module 13 - Long Term Care Patient/Resident
U06,U06_Q10_certificate_gate,Before certificate release can occur for this pending course what must U06 contribute?,multichoice,Only a verbal statement that the learner read the page,"Recorded completion of required pages/lesson, scenario, quiz pass, reflection/attestation, and approval/evidence gate checks",A clinical skill checkoff for dementia care,A copied source form signed by the learner,B,Certificate release must remain blocked until Moodle evidence and approval-related gates are satisfied; U06 itself is online CE only.,medium,Module 13 - Long Term Care Patient/Resident
